idx,imu_Timestamp[sec],mag_Timestamp[sec],baro_Timestamp[sec],accX[m/s^2],accY[m/s^2],accZ[m/s^2],gyroX[deg/s],gyroY[deg/s],gyroZ[deg/s],magX[uT],magY[uT],magZ[uT],orX[deg],orY[deg],orZ[deg],press[hPa],rel_alt[m],moving, temp_left[C],temp_right[C],temp_imu[C],temp_barom[C],
68947,173.553186000,173.555603000,152.011841000,-0.082141638,-0.424162626,10.049970627,0.023315065,0.017206794,-0.055427186,0.125000000,-1.000000000,-3.000000000,-92.369178772,151.095672607,-0.386347473,1032.478271484,5.889438152,0.000000000,32.000000000,32.750000000,32.649997711,32.989997864,
68950,173.560731000,173.555603000,152.011841000,-0.079589397,-0.420007080,10.042540550,-0.064153939,0.018992195,-0.057676759,0.125000000,-1.000000000,-3.000000000,-92.369171143,151.095443726,-0.393528700,1032.478271484,5.888987541,0.000000000,32.000000000,32.750000000,32.700000763,32.989997864,
68952,173.565761000,173.555603000,152.011841000,-0.062910914,-0.415223032,10.047305107,0.142640278,0.050370671,0.006864207,0.125000000,-1.000000000,-3.000000000,-92.368515015,151.095077515,-0.393567979,1032.478271484,5.888687134,0.000000000,32.000000000,32.750000000,32.700000763,32.989997864,
68954,173.570791000,173.575723000,152.011841000,-0.058219008,-0.424062669,10.052659035,0.072148144,-0.011706998,-0.117334127,0.125000000,-1.000000000,-3.000000000,-92.367927551,151.094406128,-0.392245471,1032.478271484,5.888386726,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
68956,173.575821000,173.575723000,152.011841000,-0.060536202,-0.436015666,10.043131828,-0.017893815,-0.073547423,0.005381882,0.125000000,-1.000000000,-3.000000000,-92.375434875,151.094772339,-0.389053971,1032.478271484,5.888086319,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
68957,173.578336000,173.575723000,152.011841000,-0.062871009,-0.436009705,10.035984039,-0.017359033,0.079569891,-0.087359719,0.125000000,-1.000000000,-3.000000000,-92.372299194,151.094573975,-0.392702222,1032.478271484,5.887936115,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
68959,173.583366000,173.575723000,152.011841000,-0.072270118,-0.435904890,10.024379730,0.088159174,0.111324243,0.129947424,0.125000000,-1.000000000,-3.000000000,-92.379570007,151.095077515,-0.389500499,1032.478271484,5.887635708,0.000000000,32.000000000,32.750000000,32.709999084,32.989997864,
68961,173.588396000,173.575723000,152.011841000,-0.072287746,-0.435907066,10.026762009,0.000952491,-0.041606151,-0.026134038,0.125000000,-1.000000000,-3.000000000,-92.380043030,151.094879150,-0.386993766,1032.478271484,5.887334824,0.000000000,32.000000000,32.750000000,32.709999084,32.989997864,
68963,173.593426000,173.595843000,152.011841000,-0.062838122,-0.442355514,10.034499168,0.284038663,0.050381023,0.039787721,0.125000000,-1.000000000,-3.000000000,-92.386978149,151.094924927,-0.389863372,1032.478271484,5.887033939,0.000000000,32.000000000,32.750000000,32.689998627,32.989997864,
68965,173.598456000,173.595843000,152.011841000,-0.058098018,-0.442358732,10.039262772,0.106090873,-0.011566019,0.037549634,0.125000000,-1.000000000,-3.000000000,-92.394226074,151.095153809,-0.387968808,1032.478271484,5.886732578,0.000000000,32.000000000,32.750000000,32.689998627,32.989997864,
68967,173.603486000,173.595843000,152.011841000,-0.062941492,-0.436018407,10.045513153,-0.136808261,-0.104773797,0.003789448,0.125000000,-1.000000000,-3.000000000,-92.394783020,151.095306396,-0.388335079,1032.478271484,5.886431217,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
68969,173.608516000,173.595843000,152.011841000,-0.072474577,-0.421665162,10.043131828,0.160643280,0.049883593,-0.147404954,0.125000000,-1.000000000,-3.000000000,-92.394294739,151.095199585,-0.389906079,1032.478271484,5.886129856,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
68971,173.613546000,173.615963000,152.011841000,-0.082093440,-0.410541743,10.049380302,0.064011469,0.017964732,0.006632167,0.125000000,-0.937500000,-3.000000000,-92.394447327,151.095001221,-0.390688121,1032.478271484,5.885828495,0.000000000,32.000000000,32.750000000,32.669998169,32.989997864,
68973,173.618576000,173.615963000,152.011841000,-0.089309312,-0.408157736,10.056527138,0.093053110,-0.012629447,0.068812273,0.125000000,-0.937500000,-3.000000000,-92.394157410,151.095504761,-0.392843962,1032.478271484,5.885527134,0.000000000,32.000000000,32.750000000,32.669998169,32.989997864,
68975,173.623606000,173.615963000,152.011841000,-0.094051726,-0.404935539,10.055040359,0.099932283,-0.042537086,0.006714636,0.125000000,-0.937500000,-3.000000000,-92.388999939,151.095199585,-0.400948197,1032.478271484,5.885225773,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
68977,173.628636000,173.615963000,152.011841000,-0.094069339,-0.404937714,10.057422638,0.071263313,-0.072955012,-0.086538844,0.125000000,-0.937500000,-3.000000000,-92.388885498,151.094848633,-0.404290795,1032.478271484,5.884924412,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
68978,173.631151000,173.636083000,152.011841000,-0.091798037,-0.407432318,10.064263344,-0.008172855,0.016781028,0.037290514,0.125000000,-0.937500000,-3.000000000,-92.387092590,151.094940186,-0.409484446,1032.478271484,5.884773731,0.000000000,32.000000000,32.750000000,32.649997711,32.989997864,
68980,173.636181000,173.636083000,152.011841000,-0.086987466,-0.412211359,10.059500694,0.080803595,0.108989812,0.007439197,0.125000000,-1.000000000,-3.062500000,-92.386978149,151.095046997,-0.409814835,1032.478271484,5.884472847,0.000000000,32.000000000,32.750000000,32.649997711,32.989997864,
68982,173.641211000,173.636083000,152.011841000,-0.074853964,-0.408788383,10.053861618,0.095402054,-0.040654194,-0.025210641,0.125000000,-1.000000000,-3.062500000,-92.385917664,151.094635010,-0.409492105,1032.478271484,5.884172440,0.000000000,32.000000000,32.750000000,32.719997406,32.989997864,
68984,173.646241000,173.636083000,152.011841000,-0.065338477,-0.401613832,10.058626175,0.006429236,-0.041087005,-0.026307635,0.125000000,-1.000000000,-3.062500000,-92.383697510,151.094833374,-0.408698082,1032.478271484,5.883872509,0.000000000,32.000000000,32.750000000,32.719997406,32.989997864,
68986,173.651271000,173.656203000,152.011841000,-0.067855477,-0.408156991,10.061291695,0.122809790,0.079453029,0.007515302,0.125000000,-1.000000000,-3.062500000,-92.382575989,151.094528198,-0.407671809,1032.478271484,5.883573055,0.000000000,32.000000000,32.750000000,32.669998169,32.989997864,
68988,173.656301000,173.656203000,152.011841000,-0.067767382,-0.420107216,10.049380302,0.034364816,-0.073830239,-0.024690747,0.125000000,-1.000000000,-3.000000000,-92.382019043,151.094573975,-0.407904893,1032.478271484,5.883273602,0.000000000,32.000000000,32.680000305,32.669998169,32.989997864,
68990,173.661331000,173.656203000,152.011841000,-0.065258682,-0.424049169,10.035984039,0.101116471,-0.011471783,-0.178885221,0.125000000,-1.000000000,-3.000000000,-92.381759644,151.093994141,-0.408205420,1032.478271484,5.882974625,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
68992,173.666361000,173.656203000,152.011841000,-0.060430471,-0.428825945,10.028837204,-0.137298763,0.048287410,-0.057661310,0.125000000,-1.000000000,-3.000000000,-92.382423401,151.093673706,-0.407409698,1032.478271484,5.882676125,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
68994,173.671391000,173.676323000,152.011841000,-0.058009919,-0.435171187,10.027352333,0.077599384,0.049972385,-0.179122314,0.125000000,-1.000000000,-3.000000000,-92.388931274,151.092834473,-0.402460247,1032.478271484,5.882376671,0.000000000,32.000000000,32.680000305,32.689998627,32.989997864,
68996,173.676421000,173.676323000,152.011841000,-0.060520932,-0.437579244,10.044026375,-0.013187175,0.079592086,0.005797497,0.062500000,-1.000000000,-3.000000000,-92.391090393,151.092498779,-0.403140724,1032.478271484,5.882077217,0.000000000,32.000000000,32.680000305,32.689998627,32.989997864,
68998,173.681451000,173.676323000,152.011841000,-0.062979072,-0.432804048,10.053555489,-0.042488899,-0.073417328,0.005280990,0.062500000,-1.000000000,-3.000000000,-92.391166687,151.092559814,-0.401691824,1032.478271484,5.881777763,0.000000000,32.000000000,32.680000305,32.689998627,32.989997864,
69000,173.686481000,173.676323000,152.011841000,-0.063049555,-0.418459386,10.063083649,0.044591423,0.079488784,0.161317140,0.062500000,-1.000000000,-3.000000000,-92.391090393,151.092971802,-0.400524706,1032.478271484,5.881478310,0.000000000,32.000000000,32.680000305,32.689998627,32.989997864,
69002,173.691511000,173.696443000,152.011841000,-0.060712386,-0.395369619,10.066950798,0.041307703,0.049223199,-0.148292825,0.062500000,-1.000000000,-3.000000000,-92.390777588,151.092666626,-0.401027590,1032.478271484,5.881178856,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
69004,173.696541000,173.696443000,152.011841000,-0.053443663,-0.388178229,10.052659035,0.009388415,-0.012729285,0.099136047,0.125000000,-1.000000000,-3.000000000,-92.382705688,151.092773438,-0.398122132,1032.478271484,5.880879879,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
69006,173.701571000,173.696443000,152.011841000,-0.053471930,-0.402623653,10.047589302,-0.037672762,-0.044553377,-0.024694016,0.125000000,-1.000000000,-3.000000000,-92.376121521,151.093078613,-0.392726153,1032.478271484,5.880581379,0.000000000,32.000000000,32.680000305,32.649997711,32.989997864,
69007,173.704086000,173.696443000,152.011841000,-0.055859603,-0.405016452,10.047589302,0.053028204,-0.043634664,-0.209413782,0.125000000,-1.000000000,-3.000000000,-92.378982544,151.092559814,-0.396472603,1032.478271484,5.880432129,0.000000000,32.000000000,32.680000305,32.649997711,32.989997864,
69009,173.709116000,173.696443000,152.011841000,-0.067727484,-0.402618349,10.038060188,-0.067847580,0.077503651,0.006244621,0.125000000,-1.000000000,-3.000000000,-92.372055054,151.092208862,-0.393537253,1032.478271484,5.880133629,0.000000000,32.000000000,32.680000305,32.649997711,32.989997864,
69011,173.714146000,173.716563000,152.011841000,-0.074778825,-0.405648261,10.037776947,0.230448231,-0.071771093,0.008398758,0.062500000,-1.000000000,-3.000000000,-92.371200562,151.092086792,-0.393753260,1032.478271484,5.879835129,0.000000000,32.000000000,32.680000305,32.700000763,32.989997864,
69013,173.719176000,173.716563000,152.011841000,-0.077184111,-0.417612106,10.040159225,0.111289613,-0.011270292,0.037990633,0.062500000,-1.000000000,-3.000000000,-92.370681763,151.092300415,-0.394353479,1032.478271484,5.879536629,0.000000000,32.000000000,32.680000305,32.700000763,32.989997864,
69014,173.721691000,173.716563000,152.011841000,-0.081972413,-0.426445335,10.035984039,0.098753333,0.110147633,0.007487648,0.062500000,-1.000000000,-3.000000000,-92.374183655,151.092254639,-0.396697134,1032.478271484,5.879387379,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
69017,173.729236000,173.716563000,152.011841000,-0.079514258,-0.452750534,10.026455879,0.069755979,0.079495668,-0.054804973,0.062500000,-1.000000000,-3.000000000,-92.383209229,151.091903687,-0.398309946,1032.478271484,5.878939629,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
69019,173.734266000,173.736683000,152.011841000,-0.072502829,-0.464817286,10.038060188,-0.009857244,0.107943721,0.099873818,0.125000000,-1.000000000,-3.000000000,-92.391220093,151.092254639,-0.398857236,1032.478271484,5.878640652,0.000000000,32.000000000,32.680000305,32.649997711,32.989997864,
69021,173.739296000,173.736683000,152.011841000,-0.074943371,-0.457647681,10.045207977,0.080831982,0.108790025,-0.084914796,0.125000000,-1.000000000,-3.000000000,-92.399093628,151.091995239,-0.399214119,1032.478271484,5.878341198,0.000000000,32.000000000,32.680000305,32.649997711,32.989997864,
69023,173.744326000,173.736683000,152.011841000,-0.077333368,-0.444860399,10.048484802,0.027089598,0.016974835,0.007076009,0.125000000,-1.000000000,-3.000000000,-92.407135010,151.091796875,-0.399585515,1032.478271484,5.878041744,0.000000000,32.000000000,32.680000305,32.659999847,32.989997864,
69025,173.749356000,173.736683000,152.011841000,-0.082126334,-0.442471504,10.050867081,-0.030767549,0.017005464,-0.148464113,0.125000000,-1.000000000,-3.000000000,-92.415153503,151.091384888,-0.400868803,1032.478271484,5.877742290,0.000000000,32.000000000,32.680000305,32.659999847,32.989997864,
69027,173.754386000,173.756803000,152.011841000,-0.086921640,-0.432079405,10.056527138,0.093319811,0.078899093,-0.085162751,0.125000000,-1.000000000,-3.062500000,-92.422485352,151.091140747,-0.405336708,1032.478271484,5.877442837,0.000000000,32.000000000,32.680000305,32.669998169,32.989997864,
69029,173.759416000,173.756803000,152.011841000,-0.086939260,-0.412943780,10.058910370,0.092221111,0.017471571,0.038725160,0.125000000,-1.000000000,-3.062500000,-92.422271729,151.091018677,-0.408203721,1032.478271484,5.877143383,0.000000000,32.000000000,32.680000305,32.669998169,32.989997864,
69031,173.764446000,173.756803000,152.011841000,-0.082176886,-0.400244713,10.054735184,-0.036254004,-0.105642378,-0.210153818,0.125000000,-1.000000000,-3.062500000,-92.414413452,151.090332031,-0.410196483,1032.478271484,5.876844883,0.000000000,32.000000000,32.680000305,32.649997711,32.989997864,
69033,173.769476000,173.756803000,152.011841000,-0.082176886,-0.395460278,10.054735184,0.080410644,-0.044379529,-0.022732498,0.125000000,-1.000000000,-3.062500000,-92.409896851,151.090133667,-0.415812761,1032.478271484,5.876546383,0.000000000,32.000000000,32.680000305,32.649997711,32.989997864,
69034,173.771991000,173.776923000,152.011841000,-0.077320404,-0.392968297,10.052659035,-0.019084616,0.048365638,-0.086503558,0.125000000,-1.000000000,-3.062500000,-92.407066345,151.089920044,-0.411916047,1032.478271484,5.876397133,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
69036,173.777021000,173.776923000,152.011841000,-0.065417252,-0.400146484,10.057422638,0.009013928,-0.043685302,0.099572487,0.125000000,-1.000000000,-3.000000000,-92.398948669,151.090332031,-0.410554230,1032.478271484,5.876098633,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
69038,173.782051000,173.776923000,152.011841000,-0.053329650,-0.411171198,10.049098015,0.065538444,-0.010558886,-0.117601648,0.125000000,-1.000000000,-3.000000000,-92.398506165,151.090194702,-0.408064544,1032.478271484,5.875800610,0.000000000,32.000000000,32.680000305,32.719997406,32.989997864,
69040,173.787081000,173.776923000,152.011841000,-0.041320797,-0.418336332,10.039568901,0.122577459,0.019793995,0.099950470,0.125000000,-1.000000000,-3.000000000,-92.395683289,151.090484619,-0.404721111,1032.478271484,5.875503063,0.000000000,32.000000000,32.680000305,32.719997406,32.989997864,
69042,173.792111000,173.797043000,152.011841000,-0.029544653,-0.425706983,10.043722153,0.025363587,0.138873383,0.100301422,0.125000000,-1.000000000,-3.000000000,-92.398391724,151.091110229,-0.395343900,1032.478271484,5.875205517,0.000000000,32.000000000,32.680000305,32.659999847,32.989997864,
69044,173.797141000,173.797043000,152.011841000,-0.034408115,-0.413757831,10.055630684,0.026785335,0.047412507,-0.023693312,0.125000000,-1.000000000,-3.000000000,-92.398391724,151.090972900,-0.384123325,1032.478271484,5.874907970,0.000000000,32.000000000,32.680000305,32.659999847,32.989997864,
69046,173.802171000,173.797043000,152.011841000,-0.041661546,-0.400982797,10.070819855,0.004699917,-0.043653235,-0.148139372,0.125000000,-1.000000000,-3.000000000,-92.394256592,151.090484619,-0.374320090,1032.478271484,5.874610424,0.000000000,32.000000000,32.680000305,32.669998169,32.989997864,
69048,173.807201000,173.797043000,152.011841000,-0.036886204,-0.398589432,10.070819855,0.061713427,-0.074513152,0.100347884,0.125000000,-1.000000000,-3.000000000,-92.388992310,151.090728760,-0.365214407,1032.478271484,5.874312878,0.000000000,32.000000000,32.680000305,32.669998169,32.989997864,
69050,173.812231000,173.817163000,152.011841000,-0.041621648,-0.409808338,10.059500694,0.050097518,0.047154561,-0.023087040,0.125000000,-1.000000000,-3.000000000,-92.387702942,151.090698242,-0.364763588,1032.478271484,5.874015808,0.000000000,32.000000000,32.680000305,32.649997711,32.989997864,
69052,173.817261000,173.817163000,152.011841000,-0.048696589,-0.433721423,10.047589302,-0.009474967,-0.075535864,0.038036779,0.062500000,-1.000000000,-3.000000000,-92.392318726,151.090728760,-0.360770404,1032.478271484,5.873719215,0.000000000,32.000000000,32.680000305,32.649997711,32.989997864,
69054,173.822291000,173.817163000,152.011841000,-0.055857264,-0.434549630,10.044309616,-0.103702441,-0.076111570,-0.055730544,0.062500000,-1.000000000,-3.000000000,-92.394660950,151.090438843,-0.358837426,1032.478271484,5.873423576,0.000000000,32.000000000,32.680000305,32.639999390,32.989997864,
69056,173.827321000,173.817163000,152.011841000,-0.062967427,-0.420191467,10.037163734,0.072512597,0.138360739,0.070477411,0.062500000,-1.000000000,-3.000000000,-92.394622803,151.090682983,-0.359137952,1032.478271484,5.873127937,0.000000000,32.000000000,32.680000305,32.639999390,32.989997864,
69058,173.832351000,173.837283000,152.011841000,-0.072437003,-0.417703122,10.035088539,0.063467503,-0.043483119,-0.085433476,0.062500000,-1.000000000,-3.000000000,-92.394165039,151.090332031,-0.359558016,1032.478271484,5.872832298,0.000000000,32.000000000,32.680000305,32.669998169,32.989997864,
69060,173.837381000,173.837283000,152.011841000,-0.082040578,-0.422496289,10.042234421,0.032183852,0.017125046,0.069143943,0.125000000,-1.000000000,-2.937500000,-92.393539429,151.090484619,-0.360465616,1032.478271484,5.872536659,0.000000000,32.000000000,32.680000305,32.669998169,32.989997864,
69062,173.842411000,173.837283000,152.011841000,-0.086737126,-0.419180095,10.043436050,-0.001507124,0.018902550,0.005739213,0.125000000,-1.000000000,-2.937500000,-92.391220093,151.090652466,-0.363377869,1032.478271484,5.872240067,0.000000000,32.000000000,32.680000305,32.709999084,32.989997864,
69064,173.847441000,173.837283000,152.011841000,-0.086807594,-0.416796565,10.052964211,-0.059518375,-0.133938566,-0.088009201,0.125000000,-1.000000000,-2.937500000,-92.393203735,151.090362549,-0.372649193,1032.478271484,5.871943474,0.000000000,32.000000000,32.680000305,32.709999084,32.989997864,
69065,173.849956000,173.837283000,152.011841000,-0.079679810,-0.419191450,10.057728767,-0.001301578,-0.042133570,0.005733077,0.125000000,-1.000000000,-2.937500000,-92.394439697,151.090393066,-0.367048323,1032.478271484,5.871795177,0.000000000,32.000000000,32.680000305,32.709999084,32.989997864,
69067,173.854986000,173.857403000,152.011841000,-0.079692781,-0.430415779,10.053555489,-0.101722971,-0.104348242,-0.088032283,0.187500000,-1.000000000,-3.000000000,-92.397323608,151.090652466,-0.375128597,1032.478271484,5.871499062,0.000000000,32.000000000,32.680000305,32.689998627,32.989997864,
69069,173.860016000,173.857403000,152.011841000,-0.086750098,-0.428012192,10.039262772,-0.073212586,-0.104440369,0.036240812,0.187500000,-1.000000000,-3.000000000,-92.397056580,151.090698242,-0.378027260,1032.478271484,5.871203423,0.000000000,32.000000000,32.680000305,32.689998627,32.989997864,
69071,173.865046000,173.857403000,152.011841000,-0.089216553,-0.419369012,10.038060188,-0.039569527,0.077327453,0.068807125,0.187500000,-1.000000000,-3.000000000,-92.399116516,151.090774536,-0.381065041,1032.478271484,5.870907784,0.000000000,32.000000000,32.680000305,32.649997711,32.989997864,
69073,173.870076000,173.857403000,152.011841000,-0.079665847,-0.424151182,10.038060188,0.020774981,0.016724251,-0.023517435,0.187500000,-1.000000000,-3.000000000,-92.398780823,151.090911865,-0.387992710,1032.478271484,5.870612144,0.000000000,32.000000000,32.680000305,32.649997711,32.989997864,
69075,173.875106000,173.877523000,152.011841000,-0.079632938,-0.432888985,10.036574364,-0.032786511,-0.013795702,0.037570965,0.125000000,-1.062500000,-3.062500000,-92.398956299,151.090713501,-0.387607664,1032.478271484,5.870316505,0.000000000,32.000000000,32.680000305,32.659999847,32.989997864,
69077,173.880136000,173.877523000,152.011841000,-0.084425911,-0.435284495,10.038956642,-0.120724447,0.077815704,-0.087391727,0.125000000,-1.062500000,-3.062500000,-92.399993896,151.091018677,-0.389617503,1032.478271484,5.870020866,0.000000000,32.000000000,32.680000305,32.659999847,32.989997864,
69079,173.885166000,173.877523000,152.011841000,-0.082042888,-0.431238532,10.045513153,0.275584966,0.110620894,0.071724661,0.125000000,-1.062500000,-3.062500000,-92.399345398,151.091262817,-0.389902651,1032.478271484,5.869725227,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
69081,173.890196000,173.877523000,152.011841000,-0.074915119,-0.428848892,10.050277710,0.097170010,0.140152395,0.100594066,0.125000000,-1.062500000,-3.062500000,-92.405036926,151.091308594,-0.389226437,1032.478271484,5.869428635,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
69083,173.895226000,173.897643000,152.011841000,-0.062994346,-0.426456004,10.052659035,-0.020839762,0.078434795,0.037033673,0.187500000,-1.000000000,-3.000000000,-92.404899597,151.091857910,-0.390489191,1032.478271484,5.869132519,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
69085,173.900256000,173.897643000,152.011841000,-0.062976733,-0.412100494,10.050277710,0.068036795,-0.012954415,0.068990059,0.187500000,-1.000000000,-3.000000000,-92.404014587,151.091812134,-0.389164954,1032.478271484,5.868836880,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
69087,173.905286000,173.897643000,152.011841000,-0.062923878,-0.400132895,10.043131828,0.038032308,-0.013126717,0.099546410,0.187500000,-1.000000000,-3.000000000,-92.397850037,151.092224121,-0.387412131,1032.478271484,5.868541241,0.000000000,32.000000000,32.680000305,32.680000305,32.989997864,
69089,173.910316000,173.897643000,152.011841000,-0.048544988,-0.400122970,10.035984039,-0.019836685,-0.013032588,-0.056058072,0.187500000,-1.000000000,-3.000000000,-92.395271301,151.092193604,-0.387432635,1032.478271484,5.868245602,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
69091,173.915346000,173.917763000,152.011841000,-0.041515931,-0.405010879,10.045207977,0.021360030,-0.014021899,-0.116705403,0.125000000,-1.000000000,-3.000000000,-92.393096924,151.091857910,-0.377942741,1032.478271484,5.867949963,0.000000000,32.000000000,32.750000000,32.649997711,32.989997864,
69093,173.920376000,173.917763000,152.011841000,-0.041586410,-0.397842914,10.054735184,-0.008711693,0.169196054,-0.116812430,0.125000000,-1.000000000,-3.000000000,-92.388099670,151.091567993,-0.375719458,1032.478271484,5.867654324,0.000000000,32.000000000,32.750000000,32.649997711,32.989997864,
69094,173.922891000,173.917763000,152.011841000,-0.041542862,-0.392137647,10.060701370,0.073847577,0.017857477,0.099841751,0.125000000,-1.000000000,-3.000000000,-92.384300232,151.091873169,-0.373281032,1032.478271484,5.867506504,0.000000000,32.000000000,32.750000000,32.689998627,32.989997864,
69096,173.927921000,173.917763000,152.011841000,-0.048776388,-0.406501383,10.070229530,-0.042578224,-0.043264661,-0.118445724,0.125000000,-1.000000000,-3.000000000,-92.384933472,151.091567993,-0.371728837,1032.478271484,5.867210865,0.000000000,32.000000000,32.750000000,32.689998627,32.989997864,
69098,173.932951000,173.937883000,152.011841000,-0.058271870,-0.419284731,10.059805870,0.097197331,0.017552519,0.100343570,0.125000000,-1.000000000,-3.000000000,-92.381942749,151.092025757,-0.362841725,1032.478271484,5.866915226,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
69100,173.937981000,173.937883000,152.011841000,-0.065276295,-0.421659112,10.038365364,-0.049667750,0.017138598,-0.056304786,0.125000000,-1.000000000,-3.000000000,-92.383758545,151.091857910,-0.364424646,1032.478271484,5.866620541,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
69103,173.945526000,173.937883000,152.011841000,-0.070104517,-0.433627903,10.045513153,-0.021171238,0.170003355,0.006172477,0.125000000,-1.000000000,-3.000000000,-92.384185791,151.091827393,-0.372513443,1032.478271484,5.866178513,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
69105,173.950556000,173.937883000,152.011841000,-0.065364406,-0.440807760,10.050277710,-0.050434865,-0.135938585,0.036512032,0.125000000,-1.000000000,-3.000000000,-92.390228271,151.091705322,-0.369028300,1032.478271484,5.865883827,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
69107,173.955586000,173.958003000,152.011841000,-0.062855735,-0.435181022,10.036880493,0.132898837,0.048739322,0.069582753,0.062500000,-1.000000000,-3.062500000,-92.391036987,151.091873169,-0.368332446,1032.478271484,5.865589142,0.000000000,32.000000000,32.750000000,32.689998627,32.989997864,
69108,173.958101000,173.958003000,152.011841000,-0.065172926,-0.427996218,10.027352333,-0.012889954,-0.134812489,-0.149164125,0.062500000,-1.000000000,-3.062500000,-92.395072937,151.091491699,-0.368802011,1032.478271484,5.865441799,0.000000000,32.000000000,32.750000000,32.689998627,32.989997864,
69110,173.963131000,173.958003000,152.011841000,-0.069976538,-0.428089231,10.022281647,-0.035583366,0.046358574,0.223152176,0.062500000,-1.000000000,-3.062500000,-92.394973755,151.092391968,-0.369451761,1032.478271484,5.865147114,0.000000000,32.000000000,32.750000000,32.659999847,32.989997864,
69112,173.968161000,173.958003000,152.011841000,-0.070029400,-0.430487961,10.029429436,0.145572141,-0.227167666,-0.053836431,0.062500000,-1.000000000,-3.062500000,-92.394721985,151.092376709,-0.368515134,1032.478271484,5.864851475,0.000000000,32.000000000,32.750000000,32.659999847,32.989997864,
69114,173.973191000,173.978123000,152.011841000,-0.067797959,-0.428941488,10.047589302,-0.069094405,0.138352796,-0.055662639,0.062500000,-1.000000000,-3.062500000,-92.394935608,151.091918945,-0.368465632,1032.478271484,5.864555836,0.000000000,32.000000000,32.750000000,32.649997711,32.989997864,
69116,173.978221000,173.978123000,152.011841000,-0.072643787,-0.421774626,10.057116508,-0.098742768,-0.106581978,0.005737372,0.125000000,-1.000000000,-3.000000000,-92.394943237,151.091735840,-0.368761033,1032.478271484,5.864260197,0.000000000,32.000000000,32.750000000,32.649997711,32.989997864,
69118,173.983251000,173.978123000,152.011841000,-0.079725698,-0.414501041,10.055040359,0.099449478,-0.012101655,-0.178383157,0.125000000,-1.000000000,-3.000000000,-92.393707275,151.091308594,-0.371538430,1032.478271484,5.863964558,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
69120,173.988281000,173.978123000,152.011841000,-0.082113370,-0.409717143,10.055040359,0.038695265,0.079080515,-0.054995418,0.125000000,-1.000000000,-3.000000000,-92.392196655,151.090988159,-0.375811666,1032.478271484,5.863669395,0.000000000,32.000000000,32.750000000,32.680000305,32.989997864,
69122,173.993311000,173.998243000,152.011841000,-0.072514467,-0.408055127,10.054450035,0.109256133,0.049352441,0.069240734,0.125000000,-1.000000000,-3.000000000,-92.391410828,151.091003418,-0.376747429,1032.478271484,5.863374710,0.000000000,32.000000000,32.750000000,32.700000763,32.989997864,
69124,173.998341000,173.998243000,152.011841000,-0.065369062,-0.405663371,10.056833267,0.109710023,-0.042384632,0.038158000,0.125000000,-1.000000000,-3.000000000,-92.391174316,151.091064453,-0.377123088,1032.478271484,5.863080025,0.000000000,32.000000000,32.750000000,32.700000763,32.989997864,
69126,174.003371000,173.998243000,152.011841000,-0.067739122,-0.405661792,10.054450035,-0.038873170,0.079258904,0.036511336,0.125000000,-1.000000000,-3.000000000,-92.390998840,151.091094971,-0.378024697,1032.478271484,5.862785339,0.000000000,32.000000000,32.750000000,32.700000763,32.989997864,
69127,174.005886000,173.998243000,152.011841000,-0.067721501,-0.405659616,10.052068710,0.021369955,-0.073183879,-0.024889370,0.125000000,-1.000000000,-3.000000000,-92.386901855,151.091049194,-0.376890004,1032.478271484,5.862638474,0.000000000,32.000000000,32.750000000,32.700000763,32.989997864,
69129,174.010916000,173.998243000,152.011841000,-0.067756750,-0.415232837,10.056833267,0.080565393,0.080020793,-0.054965574,0.125000000,-1.000000000,-3.000000000,-92.386543274,151.090820312,-0.377023190,1032.478271484,5.862344742,0.000000000,32.000000000,32.750000000,32.700000763,32.989997864,
